# JOBID user submit start end cores
2244120 arodrig 1296122445 1296122503 1296125928 10
2248735 arodrig 1296145836 1296145905 1296146791 10
2254581 arodrig 1296211659 1296211733 1296211989 10
2254586 arodrig 1296211940 1296212000 1296212068 4
2254591 arodrig 1296212022 1296212091 1296212182 4
2254625 arodrig 1296212155 1296212212 1296212476 4
2254644 arodrig 1296212529 1296212602 1296212934 4
2254690 arodrig 1296212888 1296212961 1296213086 4
2254864 arodrig 1296213067 1296213143 1296214763 10
2255282 arodrig 1296214729 1296214801 1296216537 6
2255339 arodrig 1296216520 1296216594 1296217463 10
2255377 arodrig 1296217419 1296217493 1296218222 10
2255556 arodrig 1296218180 1296218243 1296218794 10
2255623 arodrig 1296218768 1296218843 1296219023 10
2255630 arodrig 1296218993 1296219052 1296219352 10
2255712 arodrig 1296219336 1296219415 1296221039 10
2271792 arodrig 1296462285 1296462375 1296462794 10
2277838 arodrig 1296489595 1296489685 1296493226 10
2284070 arodrig 1296553019 1296553117 1296556658 10
2299125 cjorda 1296648347 1296648462 1296649853 10
2299199 cjorda 1296650074 1296650173 1296653715 10
2301620 cjorda 1296658408 1296658511 1296658991 10
2301691 cjorda 1296658916 1296659034 1296659445 10
2306711 cjorda 1296669259 1296669373 1296669738 10
2306728 cjorda 1296669660 1296669762 1296670016 10
2311017 arodrig 1296725945 1296726066 1296729607 10
2312468 mrivero 1296748944 1296749104 1296750002 2
2312789 mrivero 1296750013 1296750069 1296750991 2
2312838 mrivero 1296751005 1296751077 1296754619 3
2316686 arodrig 1296808487 1296808562 1296808701 2
2316791 arodrig 1296808795 1296808830 1296809094 1
2316802 arodrig 1296809101 1296809137 1296811026 2
2316814 mrivero 1296809320 1296809419 1296812959 4
2316882 arodrig 1296811056 1296811105 1296811321 3
2316912 arodrig 1296812130 1296812171 1296812523 1
2316918 arodrig 1296812535 1296812577 1296812639 6
2316931 arodrig 1296812881 1296812927 1296813150 10
2316955 arodrig 1296813571 1296813638 1296815492 7
2317134 arodrig 1296815923 1296815982 1296816161 1
2317147 arodrig 1296816175 1296816228 1296816393 5
2317152 arodrig 1296816401 1296816451 1296816613 3
2317158 arodrig 1296816659 1296816705 1296816866 4
2317163 mrivero 1296816747 1296816792 1296820333 2
2317166 arodrig 1296816882 1296816918 1296817176 1
2317181 arodrig 1296817271 1296817360 1296819803 20
2317254 arodrig 1296820340 1296820385 1296820561 10
2317257 arodrig 1296820564 1296820612 1296821250 10
2317270 arodrig 1296821287 1296821332 1296821564 10
2317272 mrivero 1296821399 1296821461 1296825003 10
2317302 arodrig 1296821990 1296822043 1296825585 3
2317710 arodrig 1296829216 1296829256 1296831057 10
2317814 arodrig 1296831091 1296831145 1296831988 10
2317833 arodrig 1296832021 1296832061 1296835187 10
2317929 arodrig 1296835212 1296835369 1296838910 10
2332656 arodrig 1297067821 1297067882 1297068481 10
2334549 calderon 1297099401 1297099420 1297102962 15
2337766 mrivero 1297152463 1297152488 1297156029 9
2337769 arodrig 1297152931 1297153665 1297154304 10
2337821 arodrig 1297154311 1297154366 1297154513 10
2337879 arodrig 1297154607 1297154692 1297157604 2
2337929 mrivero 1297156185 1297156218 1297156307 2
2337934 mrivero 1297156704 1297156737 1297157660 4
2337949 calderon 1297157496 1297157552 1297157706 5
2337960 mrivero 1297157666 1297157691 1297161233 15
2337961 calderon 1297157721 1297157771 1297161314 15
2338190 mrivero 1297162388 1297162432 1297165974 10
2338204 calderon 1297163451 1297163485 1297167025 8
2338247 mrivero 1297166115 1297166147 1297169688 15
2338249 arodrig 1297166399 1297166455 1297167113 2
2338801 mrivero 1297181586 1297181648 1297185190 15
2339194 mrivero 1297186068 1297186123 1297189664 2
2342980 arodrig 1297239525 1297239540 1297240000 10
2343294 arodrig 1297244520 1297244571 1297244934 9
2343317 arodrig 1297244972 1297245027 1297246713 10
2351276 arodrig 1297325857 1297325877 1297326704 10
2352191 mrivero 1297329400 1297329418 1297332959 15
2352969 mrivero 1297338754 1297338781 1297342321 15
2355004 mrivero 1297351435 1297351517 1297355059 2
2355192 calderon 1297356350 1297356395 1297356514 1
2355206 calderon 1297357377 1297357436 1297360979 7
2355261 mrivero 1297359016 1297359029 1297362570 15
2358356 arodrig 1297412188 1297412225 1297412402 2
2358360 mrivero 1297412395 1297412586 1297412859 1
2358364 arodrig 1297412605 1297412676 1297412757 2
2358366 arodrig 1297412769 1297412794 1297414193 1
2358368 mrivero 1297412868 1297412918 1297413119 1
2358376 mrivero 1297413290 1297413337 1297416882 1
2358736 arodrig 1297414227 1297414266 1297414628 1
2358902 arodrig 1297414658 1297414685 1297417017 4
2358941 calderon 1297415288 1297415313 1297418854 2
2359064 arodrig 1297417253 1297417311 1297418035 10
2359091 arodrig 1297418099 1297418143 1297418475 10
2359095 arodrig 1297418483 1297418522 1297419426 4
2359100 calderon 1297418942 1297418987 1297422528 15
2359431 arodrig 1297424935 1297424994 1297426432 8
2359817 arodrig 1297426439 1297426473 1297426603 15
2359836 arodrig 1297426609 1297426615 1297430156 6
2360067 calderon 1297427527 1297427565 1297431107 15
2381035 calderon 1297680822 1297680831 1297684372 15
2381610 calderon 1297685980 1297686017 1297687237 15
2381630 calderon 1297687243 1297687268 1297690812 10
2382128 calderon 1297691087 1297691107 1297694650 10
2382548 mrivero 1297697467 1297697480 1297700111 15
2383241 calderon 1297703307 1297703336 1297706878 8
2388404 arodrig 1297758723 1297758739 1297759399 10
2388601 arodrig 1297765604 1297765609 1297767694 10
2388629 brochero 1297769900 1297769929 1297770105 10
2388808 arodrig 1297771382 1297771400 1297771528 10
2388858 arodrig 1297771582 1297771609 1297772290 10
2388951 arodrig 1297772362 1297772394 1297775938 10
2390937 calderon 1297777712 1297777763 1297781322 8
2391805 arodrig 1297779378 1297779387 1297780095 5
2391914 arodrig 1297780100 1297780173 1297780436 6
2392013 arodrig 1297780445 1297780469 1297781168 6
2392298 arodrig 1297781176 1297781252 1297781465 6
2392877 arodrig 1297782364 1297782393 1297782696 9
2393068 arodrig 1297782736 1297782764 1297782914 1
2393075 mrivero 1297782789 1297782815 1297786365 3
2393130 arodrig 1297782959 1297782998 1297783088 3
2393132 arodrig 1297783090 1297783111 1297783294 2
2393421 arodrig 1297783984 1297784007 1297784384 6
2393541 arodrig 1297784404 1297784427 1297784871 11
2393579 arodrig 1297784910 1297784951 1297785714 2
2394581 calderon 1297793002 1297793014 1297796555 8
2398761 arodrig 1297846180 1297846203 1297847155 15
2398869 arodrig 1297847243 1297847254 1297850795 10
2402599 arodrig 1297869029 1297869044 1297869382 15
2402612 arodrig 1297869390 1297869409 1297871577 10
2402720 folgueras 1297871499 1297871538 1297871789 15
2402723 arodrig 1297871586 1297871593 1297875135 20
2402856 folgueras 1297872044 1297872081 1297872892 15
2402893 folgueras 1297873630 1297873665 1297873929 15
2403260 calderon 1297880244 1297880262 1297883802 8
2404635 brochero 1297893962 1297893980 1297897526 10
2406410 mrivero 1297930856 1297930888 1297934431 15
2409120 brochero 1297957135 1297957143 1297957431 6
2409200 brochero 1297957742 1297957768 1297957981 6
2409629 brochero 1297958242 1297958250 1297958573 6
2410846 brochero 1297964547 1297964588 1297968132 6
2413186 calderon 1298015886 1298015907 1298019447 8
2440685 arodrig 1298276020 1298276048 1298276298 10
2440697 arodrig 1298276782 1298276798 1298277087 10
2440732 arodrig 1298277108 1298277129 1298277513 10
2440764 arodrig 1298277540 1298277550 1298277671 10
2440858 arodrig 1298278085 1298278088 1298278188 10
2440860 arodrig 1298278208 1298278239 1298278418 8
2440866 brochero 1298278367 1298278388 1298278519 6
2440871 arodrig 1298278517 1298278538 1298280991 4
2440873 brochero 1298278642 1298278657 1298278792 6
2440874 brochero 1298278884 1298278898 1298279036 10
2440943 brochero 1298279300 1298279318 1298279450 6
2440952 brochero 1298279588 1298279617 1298279748 6
2441011 brochero 1298279857 1298279887 1298280018 6
2441021 brochero 1298280634 1298280637 1298280772 6
2441044 arodrig 1298280995 1298280997 1298281271 8
2441046 brochero 1298281098 1298281118 1298281254 6
2441060 brochero 1298281290 1298281299 1298281434 8
2441071 brochero 1298281550 1298281567 1298281700 8
2441075 arodrig 1298281864 1298281880 1298282753 16
2441149 mrivero 1298282174 1298282182 1298285723 10
2441341 arodrig 1298282761 1298282786 1298286327 16
2441417 brochero 1298283386 1298283413 1298286953 6
2443613 arodrig 1298298558 1298298562 1298302103 10
2443622 calderon 1298298940 1298298954 1298302496 8
2443980 brochero 1298302361 1298302376 1298305918 6
2444109 cjorda 1298303228 1298304449 1298307994 10
2444110 calderon 1298303384 1298303418 1298306389 4
2444237 arodrig 1298303900 1298303934 1298303997 10
2444566 arodrig 1298306158 1298306183 1298309724 10
2444970 brochero 1298308067 1298308132 1298311679 10
2446276 calderon 1298313755 1298313810 1298317339 15
2446512 calderon 1298317849 1298317885 1298321429 15
2450882 arodrig 1298363260 1298363276 1298366817 10
2451118 calderon 1298367279 1298367334 1298370878 15
2451482 arodrig 1298368412 1298368442 1298368562 10
2451736 arodrig 1298369757 1298369790 1298373805 10
2452563 calderon 1298378851 1298378881 1298382427 8
2452875 brochero 1298385098 1298385113 1298388653 10
2453256 brochero 1298388989 1298389014 1298392555 10
2456508 brochero 1298446392 1298446401 1298449943 10
2456655 brochero 1298450055 1298450061 1298453603 10
2457352 arodrig 1298458283 1298458312 1298458559 15
2457454 arodrig 1298458704 1298458732 1298459361 10
2457480 arodrig 1298459951 1298459962 1298462578 15
2457496 calderon 1298460997 1298461015 1298464555 15
2457512 mrivero 1298462103 1298462121 1298465663 10
2457518 arodrig 1298462649 1298462662 1298464205 15
2457593 arodrig 1298464222 1298464252 1298467792 15
2458175 calderon 1298468766 1298468783 1298472324 15
2458471 calderon 1298472611 1298472623 1298476164 15
2458663 calderon 1298476874 1298476882 1298480422 15
2458831 calderon 1298482527 1298482552 1298486092 15
2458835 brochero 1298482836 1298482855 1298483493 10
2459046 calderon 1298486292 1298486301 1298489842 15
2459210 calderon 1298490989 1298491011 1298494552 15
2461555 mrivero 1298537211 1298537241 1298540782 15
2461561 arodrig 1298537526 1298537541 1298537882 10
2461606 calderon 1298540744 1298540753 1298542274 15
2461723 arodrig 1298541083 1298541114 1298544657 10
2461768 calderon 1298542282 1298542314 1298545855 15
2463435 calderon 1298556898 1298556925 1298560466 15
2463689 mrivero 1298561450 1298561452 1298564994 15
2463731 arodrig 1298562693 1298562715 1298565595 10
2463773 arodrig 1298565601 1298565623 1298565896 10
2463973 mrivero 1298566424 1298566434 1298569975 10
2465142 calderon 1298567924 1298567938 1298571479 15
2472782 mrivero 1298621977 1298622003 1298625548 10
2472820 arodrig 1298622205 1298622212 1298624365 10
2473484 mrivero 1298625901 1298625956 1298629498 15
2474776 mrivero 1298630819 1298630839 1298634380 10
2474798 arodrig 1298632192 1298632221 1298635764 10
2475795 arodrig 1298637580 1298637642 1298637729 10
2475796 arodrig 1298637592 1298637638 1298637716 10
2475807 mrivero 1298638502 1298638564 1298642109 10
2476677 mrivero 1298643528 1298643551 1298647092 15
2476712 brochero 1298645037 1298645089 1298648631 10
2483468 brochero 1298722537 1298722560 1298726101 10
2483669 brochero 1298726743 1298726759 1298730301 10
2486117 brochero 1298753385 1298753399 1298756940 10
2486966 brochero 1298757133 1298757153 1298760694 10
2488925 brochero 1298803969 1298803978 1298807519 15
2489678 brochero 1298809785 1298809798 1298813339 15
2492954 brochero 1298828189 1298828219 1298828865 15
2493654 brochero 1298833343 1298833349 1298836890 6
2495636 brochero 1298884079 1298884108 1298887649 10
2495638 arodrig 1298884140 1298884168 1298886741 15
2495865 arodrig 1298887399 1298887410 1298887510 10
2496234 mrivero 1298890211 1298890230 1298893770 10
2496550 brochero 1298891754 1298892239 1298892512 1
2496551 brochero 1298891761 1298892239 1298895780 10
2496676 brochero 1298895938 1298895950 1298899491 10
2496715 mrivero 1298896727 1298896729 1298900270 10
2497882 brochero 1298904505 1298904531 1298908072 10
2499147 arodrig 1298909208 1298909218 1298912760 10
2500006 brochero 1298914755 1298914768 1298918308 10
2503580 arodrig 1298972384 1298972394 1298972717 10
2503914 brochero 1298976104 1298976115 1298979655 10
2504727 mrivero 1298980722 1298980735 1298984277 15
2507212 mrivero 1298992592 1298992615 1298996158 10
2508055 brochero 1298994787 1298994854 1298998396 10
2508457 mrivero 1298996348 1298996364 1298999930 10
2508829 calderon 1298997685 1298997778 1299001361 15
2515700 mrivero 1299061462 1299061474 1299065014 15
2517005 calderon 1299065991 1299066003 1299069543 10
2517047 brochero 1299066629 1299066655 1299070195 10
2517879 calderon 1299072668 1299072685 1299076227 15
2518568 sluca 1299074146 1299074464 1299078009 6
2518913 arodrig 1299076478 1299076496 1299078550 10
2519008 calderon 1299077213 1299077245 1299080786 10
2519062 sluca 1299078555 1299078566 1299082115 6
2519091 arodrig 1299078851 1299078865 1299079382 10
2519095 brochero 1299078861 1299078865 1299082407 10
2519329 arodrig 1299079387 1299079408 1299080444 15
2520129 mrivero 1299080082 1299080099 1299083661 15
2520477 arodrig 1299080448 1299080459 1299080819 10
2520658 calderon 1299081066 1299081087 1299081954 10
2520761 calderon 1299082004 1299082018 1299083557 8
2520958 mrivero 1299083793 1299083817 1299087358 10
2520962 sluca 1299083918 1299083937 1299087478 10
2521235 calderon 1299084494 1299084590 1299088143 8
2521373 arodrig 1299084670 1299084689 1299088232 15
2523247 mrivero 1299087667 1299087688 1299091230 10
2525490 arodrig 1299140185 1299140196 1299143737 15
2525688 arodrig 1299144310 1299144336 1299145446 10
2525704 arodrig 1299145546 1299145567 1299148378 8
2525903 arodrig 1299148379 1299148386 1299148501 10
2525907 arodrig 1299148512 1299148548 1299150689 10
2525925 arodrig 1299151340 1299151359 1299154900 10
2526696 arodrig 1299157846 1299157862 1299159840 10
2526936 arodrig 1299160363 1299160378 1299163831 10
2527122 arodrig 1299163860 1299163891 1299164487 10
2527140 arodrig 1299164674 1299164699 1299165113 10
2527157 arodrig 1299165131 1299165147 1299166551 10
2527525 calderon 1299166224 1299166229 1299169770 8
2527531 arodrig 1299167103 1299167130 1299170671 8
2527705 arodrig 1299170954 1299170962 1299174067 10
2527876 calderon 1299173427 1299173462 1299174976 8
2527968 calderon 1299176692 1299176718 1299180258 15
2528317 brochero 1299192830 1299192864 1299193243 15
2528334 brochero 1299195049 1299195075 1299195138 10
2528336 brochero 1299195194 1299195196 1299198737 10
2528958 arodrig 1299226721 1299226726 1299228001 10
2528970 arodrig 1299228015 1299228045 1299228291 10
2528977 arodrig 1299228331 1299228339 1299231072 10
2529034 brochero 1299231582 1299231610 1299235153 6
2529075 arodrig 1299232193 1299232211 1299235154 10
2529099 calderon 1299234311 1299234332 1299237873 15
2529126 arodrig 1299235999 1299236011 1299236647 10
2529133 arodrig 1299236779 1299239497 1299240242 12
2529134 arodrig 1299236808 1299239513 1299240242 12
2529135 arodrig 1299236825 1299239542 1299240242 12
2529136 arodrig 1299236850 1299236873 1299238294 12
2530462 calderon 1299243923 1299243955 1299245435 15
2530815 calderon 1299247703 1299247736 1299248517 15
2530893 calderon 1299248523 1299248545 1299252085 15
2531383 arodrig 1299251861 1299251874 1299252402 10
2531402 arodrig 1299252440 1299252445 1299252625 10
2542804 brochero 1299424666 1299424692 1299425364 10
2542890 brochero 1299425458 1299425472 1299429013 6
2544064 brochero 1299431473 1299431501 1299433612 10
2544556 brochero 1299435475 1299435487 1299436032 6
2546002 brochero 1299452364 1299452372 1299454830 10
2550481 arodrig 1299486994 1299487023 1299487348 10
2550523 arodrig 1299487380 1299487383 1299488499 6
2550792 arodrig 1299488577 1299488602 1299488758 10
2550808 arodrig 1299488801 1299488830 1299488975 10
2550834 arodrig 1299489176 1299489210 1299489405 10
2550910 brochero 1299490070 1299490075 1299491813 10
2551623 brochero 1299493717 1299493725 1299497265 10
2554058 calderon 1299506153 1299506172 1299509712 8
2554534 brochero 1299510148 1299510164 1299513704 6
2554695 calderon 1299511535 1299511565 1299515111 8
2555498 calderon 1299516051 1299516089 1299519631 15
2556056 brochero 1299518243 1299518272 1299521813 10
2556765 brochero 1299522185 1299522196 1299522597 10
2559395 brochero 1299534237 1299534258 1299537799 10
2562331 arodrig 1299572984 1299573016 1299574674 10
2562714 arodrig 1299574689 1299574692 1299575468 4
2563510 calderon 1299579162 1299579200 1299582741 15
2564074 calderon 1299586960 1299586988 1299590529 15
2564542 calderon 1299591618 1299591641 1299595189 15
2567656 calderon 1299607412 1299607467 1299611011 15
2581277 arodrig 1299667408 1299667424 1299667762 4
2581299 arodrig 1299667790 1299667815 1299668040 4
2581600 calderon 1299673867 1299673903 1299677443 15
2582128 calderon 1299679489 1299679535 1299683079 15
2582404 brochero 1299683955 1299683991 1299687534 10
2582442 calderon 1299685181 1299685220 1299685732 15
2582475 calderon 1299685744 1299685769 1299689310 15
2582600 arodrig 1299687346 1299687394 1299687661 10
2582641 arodrig 1299687668 1299687692 1299687765 10
2582647 arodrig 1299687779 1299687811 1299688057 10
2582656 arodrig 1299688066 1299688095 1299689443 10
2583052 calderon 1299690147 1299690178 1299693721 15
2588523 calderon 1299749431 1299749458 1299753000 15
2588596 arodrig 1299751321 1299751350 1299751770 10
2588647 arodrig 1299751889 1299751916 1299752635 10
2588662 arodrig 1299752645 1299752665 1299756206 18
2588952 arodrig 1299756407 1299756460 1299758295 20
2589214 calderon 1299758998 1299759049 1299762594 15
2589685 calderon 1299766003 1299766046 1299769587 15
2590032 calderon 1299771154 1299771177 1299774719 15
2590100 arodrig 1299774099 1299774116 1299777657 10
2590805 calderon 1299780788 1299780818 1299784359 15
2593538 calderon 1299834748 1299834826 1299838366 15
2593608 calderon 1299838998 1299839002 1299842542 15
2593688 arodrig 1299843424 1299843441 1299843601 2
2594047 calderon 1299850656 1299850658 1299854200 15
2594479 calderon 1299858173 1299858190 1299861731 15
2594514 arodrig 1299859211 1299859239 1299859937 10
2610734 calderon 1300092206 1300092226 1300095777 15
2611589 calderon 1300097392 1300097409 1300100949 15
2612057 calderon 1300104293 1300104298 1300107840 15
2612811 calderon 1300111405 1300111422 1300112331 15
2613022 calderon 1300112345 1300112374 1300115915 15
2619967 calderon 1300181553 1300181559 1300185101 15
2621817 calderon 1300199356 1300199369 1300200029 15
2621850 calderon 1300200046 1300200060 1300200610 15
2621886 calderon 1300200626 1300200659 1300204199 15
2623557 calderon 1300214128 1300214187 1300217729 15
2628434 calderon 1300263518 1300263546 1300267091 15
2636324 calderon 1300353616 1300353629 1300354470 15
2636345 calderon 1300354494 1300354528 1300358068 15
2639714 calderon 1300366357 1300366403 1300369947 15
2664299 arodrig 1300434140 1300434176 1300434635 10
2664731 arodrig 1300435099 1300435139 1300435382 10
2664910 arodrig 1300435734 1300435769 1300435884 10
2664939 arodrig 1300435890 1300435917 1300439458 10
2665594 calderon 1300438230 1300438272 1300441815 15
2667273 calderon 1300442570 1300442606 1300446148 15
2691124 calderon 1300467148 1300467223 1300470767 15
2703033 brochero 1300536159 1300536209 1300539749 10
2703374 brochero 1300540398 1300540444 1300543985 10
2715302 calderon 1300698690 1300698742 1300702285 15
2715936 calderon 1300702465 1300702515 1300705275 15
2716321 calderon 1300705300 1300705339 1300708880 15
2737846 arodrig 1300945985 1300945992 1300946223 24
2737849 arodrig 1300946250 1300946255 1300946354 24
2737856 arodrig 1300946470 1300946475 1300947059 24
2737924 arodrig 1300947116 1300947119 1300947727 24
2739138 calderon 1300955021 1300955026 1300958567 15
2739293 arodrig 1300956427 1300956431 1300959973 2
2740775 mrivero 1300968899 1300968903 1300972444 10
2748451 arodrig 1301042688 1301042692 1301046233 6
2749900 arodrig 1301053064 1301053069 1301056609 6
2752468 arodrig 1301068868 1301068880 1301069026 6
2770695 calderon 1301303094 1301323503 1301327044 15
2771475 calderon 1301314164 1301323462 1301323564 15
2772617 arodrig 1301322174 1301322182 1301323200 2
2783927 calderon 1301405262 1301405269 1301408811 10
2796005 brochero 1301493690 1301493704 1301497244 10
2796626 calderon 1301495968 1301495978 1301499519 9
2804438 arodrig 1301554844 1301554847 1301555009 6
2804441 arodrig 1301555186 1301555191 1301555375 10
2804950 arodrig 1301556547 1301556552 1301558143 4
2805023 arodrig 1301558151 1301558153 1301558373 8
2805045 arodrig 1301558378 1301558385 1301559577 8
2805220 arodrig 1301559858 1301559865 1301561391 4
2805260 calderon 1301560040 1301560081 1301563626 15
2805872 brochero 1301564637 1301564648 1301590939 10
2806160 calderon 1301566589 1301566597 1301570139 1
2806186 folgueras 1301566872 1301570167 1301570712 1
2807375 calderon 1301582771 1301590936 1301594496 1
2807392 calderon 1301583499 1301590959 1301594516 10
2807409 calderon 1301584800 1301591050 1301594598 10
2807463 calderon 1301585108 1301590937 1301594479 5
2807646 calderon 1301585438 1301590941 1301594496 5
2807796 calderon 1301588611 1301590936 1301594477 5
2811503 calderon 1301596921 1301596925 1301600470 5
2812715 calderon 1301602109 1301602138 1301605691 5
2817508 calderon 1301642041 1301642066 1301645613 5
2817958 calderon 1301646544 1301646595 1301650146 5
2818163 calderon 1301650317 1301650341 1301653893 8
2818378 calderon 1301654784 1301654795 1301658337 8
2819479 calderon 1301662924 1301662930 1301666471 5
2820203 calderon 1301666926 1301666958 1301670501 8
2820824 calderon 1301670871 1301670876 1301674417 8
2838090 arodrig 1301905158 1301905163 1301905517 10
2838891 calderon 1301910952 1301910959 1301914501 5
2838896 mrivero 1301911004 1301911011 1301914551 10
2840727 calderon 1301922795 1301922822 1301926363 8
2845393 calderon 1301987625 1301992324 1301995865 8
2845403 calderon 1301988098 1301992324 1301995865 8
2845412 calderon 1301988962 1301992324 1301995865 8
2845766 calderon 1301999973 1302001309 1302004849 3
2849576 mrivero 1302079353 1302079360 1302082904 10
2850690 calderon 1302089115 1302089120 1302092662 8
2851314 calderon 1302093013 1302093019 1302096561 8
2852117 arodrig 1302098259 1302098263 1302101804 6
2852139 calderon 1302098670 1302098685 1302102229 8
2853502 calderon 1302104109 1302104116 1302107657 8
2854054 calderon 1302108687 1302108693 1302112235 8
2858140 calderon 1302161924 1302161932 1302165473 8
2870013 arodrig 1302254473 1302254480 1302254924 6
2871488 calderon 1302258201 1302258207 1302261748 8
2872933 calderon 1302262903 1302262910 1302266452 8
2874215 calderon 1302267693 1302267701 1302271242 8
2875124 calderon 1302271421 1302271425 1302274973 8
2875521 calderon 1302275264 1302275306 1302278852 8
2882975 brochero 1302379976 1302379984 1302381334 10
2884460 brochero 1302434300 1302434306 1302437846 10
2884511 brochero 1302438047 1302438055 1302441597 10
2885173 brochero 1302460925 1302460931 1302464471 15
2885239 brochero 1302464686 1302464692 1302468232 15
2885637 brochero 1302469945 1302469951 1302473491 11
2887012 brochero 1302513400 1302513406 1302516948 15
2887068 calderon 1302515208 1302515215 1302518755 8
2887235 brochero 1302517209 1302517215 1302520755 15
2888066 brochero 1302520933 1302521098 1302524638 15
2889365 calderon 1302531663 1302531671 1302535213 8
2889906 calderon 1302537739 1302537746 1302541286 8
2889986 brochero 1302539003 1302539011 1302542552 15
2890798 calderon 1302541543 1302541708 1302545248 8
2891915 brochero 1302542949 1302542959 1302543741 15
2892769 brochero 1302543855 1302543863 1302547405 15
2895439 brochero 1302553523 1302553690 1302557232 15
2899229 arodrig 1302593947 1302593952 1302596737 10
2899326 brochero 1302596116 1302596119 1302599660 15
2899549 arodrig 1302596801 1302601974 1302602297 10
2900284 brochero 1302600469 1302601976 1302605517 4
2900352 arodrig 1302602365 1302602370 1302602596 10
2900368 arodrig 1302602607 1302602611 1302603649 8
2900747 arodrig 1302603763 1302603766 1302606829 10
2901445 arodrig 1302606933 1302606938 1302607075 10
2901479 brochero 1302606985 1302606991 1302610531 15
2901553 arodrig 1302607139 1302607143 1302607961 10
2901809 arodrig 1302608009 1302608013 1302611554 10
2903639 calderon 1302613527 1302613533 1302617077 8
2904363 calderon 1302617423 1302617429 1302620974 8
2904387 arodrig 1302617663 1302617672 1302620040 15
2904946 arodrig 1302620057 1302620068 1302623612 10
2905227 calderon 1302621056 1302621060 1302624604 8
2905296 brochero 1302621863 1302621868 1302625409 15
2905753 arodrig 1302624263 1302624270 1302625133 10
2905932 arodrig 1302625139 1302625144 1302625385 10
2906083 brochero 1302625791 1302625794 1302629336 15
2908830 brochero 1302634662 1302634665 1302638206 15
2910956 calderon 1302637785 1302637799 1302641344 8
2911543 brochero 1302638852 1302638859 1302642401 15
2917471 brochero 1302679864 1302679871 1302683412 15
2918154 brochero 1302683816 1302683859 1302687400 15
2918287 arodrig 1302685708 1302685716 1302686889 10
2918539 arodrig 1302686907 1302686913 1302690455 12
2918644 brochero 1302687597 1302687601 1302688165 15
2918769 brochero 1302688223 1302688230 1302691743 15
2920625 calderon 1302695152 1302695156 1302698698 8
2921392 calderon 1302698909 1302698919 1302702461 8
2922865 calderon 1302702682 1302702689 1302706230 8
2923646 brochero 1302706739 1302706747 1302710289 15
2923659 arodrig 1302706863 1302706876 1302707574 10
2924143 arodrig 1302707579 1302707589 1302707715 6
2924340 arodrig 1302707731 1302707741 1302707827 4
2924768 calderon 1302708115 1302708126 1302711668 8
2924804 arodrig 1302708207 1302708219 1302708346 8
2926547 calderon 1302712011 1302712024 1302715568 8
2928906 calderon 1302721993 1302722073 1302725621 8
2939824 calderon 1302767515 1302767525 1302771066 8
2941729 arodrig 1302771867 1302771877 1302772055 8
2941789 calderon 1302772262 1302772382 1302775931 8
2941790 arodrig 1302772267 1302772281 1302772448 6
2943286 calderon 1302777554 1302777567 1302781107 8
2975839 arodrig 1302864051 1302864055 1302865748 10
2987985 brochero 1303118914 1303118920 1303122460 15
3013543 brochero 1303482189 1303482193 1303485226 15
3017110 brochero 1303559111 1303559119 1303560810 15
3017693 brochero 1303562726 1303562731 1303566272 15
3024355 brochero 1303656296 1303656298 1303659839 15
3027877 brochero 1303760304 1303760324 1303763865 10
3029882 calderon 1303812872 1303816124 1303819665 8
3030031 calderon 1303816616 1303816640 1303820182 8
3030185 calderon 1303820612 1303823863 1303827404 8
3032388 calderon 1303829895 1303829965 1303833506 8
3033176 calderon 1303837118 1303837216 1303840756 8
3036982 calderon 1303910210 1303910269 1303913810 8
3037142 calderon 1303913982 1303914034 1303917574 8
3037379 calderon 1303918327 1303918473 1303922013 8
3037897 calderon 1303922275 1303922347 1303925889 8
3038129 calderon 1303926734 1303926795 1303930335 8
3043017 calderon 1303984412 1303984536 1303988077 8
3044439 calderon 1303999929 1303999990 1304003532 8
3048249 calderon 1304006519 1304006614 1304010155 8
3050092 calderon 1304010403 1304010492 1304010785 8
3050173 calderon 1304010789 1304010858 1304011120 8
3050628 calderon 1304011535 1304011653 1304015207 8
3057799 calderon 1304065735 1304065885 1304069428 8
3063061 calderon 1304090403 1304333989 1304337529 8
3073925 calderon 1304343639 1304343670 1304344952 8
3074538 calderon 1304347737 1304347767 1304351308 8
3074605 brochero 1304348609 1304348676 1304352218 15
3080010 brochero 1304366919 1304366995 1304370536 15
3080803 brochero 1304370961 1304371008 1304374549 10
3089693 calderon 1304429571 1304429639 1304433180 8
3092596 calderon 1304439213 1304439287 1304442828 8
3099624 arodrig 1304493287 1304493394 1304496936 4
3101690 arodrig 1304504816 1304504844 1304508385 6
3103386 arodrig 1304517835 1304517911 1304517979 4
3104290 calderon 1304526756 1304588923 1304592464 8
3104503 calderon 1304528044 1304528122 1304531663 8
3118333 calderon 1304665253 1304665273 1304668814 8
3119108 calderon 1304673057 1304677302 1304680846 2
3119151 calderon 1304673517 1304677302 1304680845 2
3152802 calderon 1304954142 1304954244 1304957788 8
3152804 calderon 1304954188 1304954244 1304957785 7
3153450 calderon 1304961133 1304961269 1304964809 8
3158062 calderon 1305010058 1305010107 1305013648 8
3158327 calderon 1305014858 1305014925 1305018465 8
3159021 calderon 1305021992 1305022048 1305025590 8
3159684 calderon 1305026689 1305026750 1305030291 8
